Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Functioning Day,Month,DayOfWeek,Is_Weekend,Hour_sin,Hour_cos,Month_sin,Month_cos,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Rented Bike Count
8,21.3,57,1.3,2000,12.4,0.81,0.0,0.0,1,1,9,6,1,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,True,False,False,False,576
23,-8.7,42,2.1,1981,-19.3,0.0,0.0,0.0,1,1,1,6,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,False,False,False,True,81
15,17.2,96,0.6,213,16.5,0.26,4.0,0.0,1,1,10,4,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,True,False,False,False,8
7,-4.2,77,0.0,1741,-7.6,0.0,0.0,0.3,1,1,12,2,0,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,False,False,False,True,379
18,14.1,43,1.6,2000,1.6,0.36,0.0,0.0,1,1,4,1,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,False,True,False,False,2318
1,29.0,67,1.1,2000,22.2,0.0,0.0,0.0,1,1,8,5,1,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,False,False,True,False,881
14,25.5,53,2.0,981,15.2,2.5,0.0,0.0,1,1,5,1,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,False,True,False,False,1174
14,14.9,34,2.8,403,-0.8,2.22,0.0,0.0,1,1,3,0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,False,True,False,False,603
21,16.8,79,0.6,2000,13.1,0.0,0.0,0.0,1,1,5,6,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,False,True,False,False,1450
1,7.3,64,0.3,1150,0.9,0.0,0.0,0.0,1,1,11,3,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,True,False,False,False,489
19,27.2,48,1.4,1994,15.2,0.57,0.0,0.0,1,1,6,5,1,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,False,False,True,False,2475
10,2.9,22,2.0,1989,-16.7,1.18,0.0,0.0,1,1,11,3,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,True,False,False,False,603
9,-3.3,77,1.2,916,-6.7,0.1,0.0,3.4,1,1,1,2,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,False,False,False,True,137
6,21.0,64,1.0,2000,13.9,0.03,0.0,0.0,1,1,7,0,0,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,False,False,True,False,486
8,12.7,67,0.6,378,6.7,0.86,0.0,0.0,1,1,4,5,1,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,False,True,False,False,647
15,24.0,59,1.6,353,15.4,2.24,0.0,0.0,1,1,5,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,False,True,False,False,1171
1,3.9,69,1.7,485,-1.2,0.0,0.0,0.0,1,1,12,6,1,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,False,False,False,True,227
6,21.0,84,0.9,2000,18.1,0.0,0.1,0.0,1,1,9,5,1,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,True,False,False,False,272
23,-3.2,50,0.8,1429,-12.1,0.0,0.0,0.0,1,1,1,5,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,False,False,False,True,169
0,6.3,42,3.3,2000,-5.6,0.0,0.0,0.0,1,1,3,1,0,0.0,1.0,1.0,6.123233995736766e-17,False,True,False,False,297
12,4.5,56,0.8,836,-3.5,0.71,0.0,0.0,0,1,12,4,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,False,False,False,True,301
0,9.5,40,2.4,1987,-3.4,0.0,0.0,0.0,1,1,4,3,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,False,True,False,False,504
21,17.9,64,2.1,1652,10.9,0.0,0.0,0.0,1,1,4,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,False,True,False,False,1503
8,-11.5,38,1.0,1998,-23.0,0.01,0.0,0.0,1,1,1,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,False,False,False,True,450
19,1.2,92,0.7,180,0.0,0.0,0.0,1.0,1,1,12,2,0,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,False,False,False,True,205
4,-1.9,44,0.7,1907,-12.5,0.0,0.0,0.0,1,1,2,0,0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,False,False,False,True,50
2,1.6,79,0.9,685,-1.6,0.0,0.0,0.0,1,1,3,5,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,False,True,False,False,241
5,9.1,34,0.9,2000,-5.9,0.0,0.0,0.0,1,1,4,4,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,False,True,False,False,156
16,-0.5,30,0.0,2000,-16.0,0.0,0.0,0.0,1,1,12,1,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,False,False,False,True,435
10,10.3,62,2.1,914,3.3,1.76,0.0,0.0,1,1,4,6,1,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,False,True,False,False,582
6,27.2,71,0.8,1920,21.4,0.02,0.0,0.0,1,1,7,1,0,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,False,False,True,False,673
21,29.2,73,1.9,1933,23.8,0.0,0.0,0.0,1,1,8,5,1,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1377
3,22.6,66,1.5,2000,15.9,0.0,0.0,0.0,1,1,7,4,0,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,False,False,True,False,403
13,16.6,30,2.3,1876,-1.0,3.21,0.0,0.0,1,1,4,0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,False,True,False,False,973
21,14.3,72,1.0,1374,9.3,0.0,0.0,0.0,1,1,10,1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,True,False,False,False,1618
22,18.1,43,1.7,2000,5.3,0.0,0.0,0.0,1,1,9,2,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,True,False,False,False,1249
21,15.1,48,2.6,2000,4.1,0.0,0.0,0.0,1,1,10,0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,True,False,False,False,1788
15,27.6,38,1.4,2000,11.9,2.09,0.0,0.0,1,1,9,0,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,True,False,False,False,1249
22,4.2,82,0.9,405,1.3,0.0,0.0,0.4,1,1,11,6,1,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,True,False,False,False,496
13,33.8,47,1.7,1887,20.9,1.57,0.0,0.0,1,1,7,0,0,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388,False,False,True,False,688
6,8.7,80,1.1,1518,5.4,0.0,1.0,0.0,1,1,4,5,1,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,False,True,False,False,12
4,23.6,61,0.3,2000,15.6,0.0,0.0,0.0,1,1,8,6,1,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,False,False,True,False,264
19,-4.5,51,2.0,2000,-13.1,0.0,0.0,2.0,1,1,12,1,0,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,False,False,False,True,276
11,20.2,41,3.1,1789,6.5,2.56,0.0,0.0,1,1,5,5,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,False,True,False,False,1024
9,12.8,57,1.2,1838,4.4,0.55,0.0,0.0,0,0,10,1,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,True,False,False,False,0
16,26.6,34,1.3,2000,9.4,1.69,0.0,0.0,1,1,9,5,1,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,True,False,False,False,2254
3,5.5,96,1.6,72,4.9,0.0,0.0,0.0,1,1,3,0,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,False,True,False,False,62
10,-3.4,33,1.3,1863,-17.4,0.33,0.0,0.0,1,1,12,3,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,False,False,False,True,225
2,31.5,68,0.0,1504,24.8,0.0,0.0,0.0,1,1,8,3,0,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,False,False,True,False,459
15,-8.3,42,3.8,1745,-18.9,0.93,0.0,0.0,1,1,1,3,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,False,False,False,True,181
5,-9.7,41,3.1,2000,-20.5,0.0,0.0,0.0,1,1,12,6,1,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,False,False,False,True,31
23,16.0,33,0.5,1996,-0.2,0.0,0.0,0.0,1,1,4,5,1,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,False,True,False,False,988
12,-1.0,35,2.7,1921,-14.5,0.64,0.0,3.0,1,1,1,2,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,False,False,False,True,160
8,8.3,97,0.6,152,7.8,0.01,0.0,0.0,1,1,3,6,1,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,False,True,False,False,70
10,3.5,65,2.4,539,-2.4,0.87,0.0,0.0,1,1,3,5,1,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,False,True,False,False,416
10,13.8,44,1.5,1953,1.7,1.66,0.0,0.0,1,1,10,4,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,True,False,False,False,850
10,15.2,88,2.2,1090,13.2,0.55,0.0,0.0,1,1,5,6,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,False,True,False,False,716
20,17.3,80,2.4,927,13.8,0.0,0.0,0.0,1,1,4,1,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,False,True,False,False,1470
2,14.7,63,1.8,611,7.7,0.0,0.0,0.0,1,1,4,5,1,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,False,True,False,False,436
21,-13.2,49,4.1,2000,-21.6,0.0,0.0,0.9,1,1,1,1,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,False,False,False,True,145
20,13.2,73,1.1,246,8.4,0.0,0.0,0.0,1,0,11,1,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,True,False,False,False,0
17,19.4,45,2.9,778,7.1,1.13,0.0,0.0,1,1,3,4,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,False,True,False,False,1460
21,15.4,61,1.1,1959,7.9,0.0,0.0,0.0,1,1,5,2,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,False,True,False,False,1833
15,11.9,32,1.9,1976,-4.3,2.62,0.0,0.0,1,1,3,4,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,False,True,False,False,923
17,18.8,24,2.1,2000,-2.2,0.63,0.0,0.0,1,1,10,6,1,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,True,False,False,False,1883
11,0.0,20,0.8,1975,-20.3,1.05,0.0,0.0,1,1,2,6,1,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,False,False,False,True,183
6,23.5,79,2.0,1439,19.6,0.0,0.0,0.0,1,1,8,5,1,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,False,False,True,False,318
8,-7.3,62,2.6,1112,-13.3,0.0,0.0,0.0,1,1,12,5,1,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,False,False,False,True,190
23,2.7,74,0.8,291,-1.4,0.0,0.0,0.0,1,1,1,2,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,False,False,False,True,227
10,32.3,56,1.7,1625,22.3,1.61,0.0,0.0,1,1,8,5,1,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,False,False,True,False,569
20,25.1,55,2.3,1779,15.4,0.08,0.0,0.0,1,1,6,3,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,False,False,True,False,2556
23,20.1,77,3.1,797,15.9,0.0,0.0,0.0,0,1,6,2,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,False,False,True,False,1251
0,6.7,55,1.5,2000,-1.7,0.0,0.0,0.0,1,1,10,6,1,0.0,1.0,-0.8660254037844386,0.5000000000000001,True,False,False,False,699
19,4.2,34,2.6,1894,-10.3,0.0,0.0,0.0,1,1,11,4,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,True,False,False,False,1003
8,14.6,70,3.1,2000,9.1,1.28,0.0,0.0,1,1,5,2,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,False,True,False,False,2035
15,28.4,43,3.1,900,14.6,2.28,0.0,0.0,1,1,5,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,False,True,False,False,1258
2,27.5,83,2.7,1118,24.3,0.0,0.0,0.0,1,1,8,6,1,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,False,False,True,False,509
12,9.1,57,1.1,562,1.0,1.69,0.0,0.0,1,1,11,0,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,True,False,False,False,752
6,-6.0,56,3.5,1853,-13.3,0.0,0.0,0.0,1,1,12,4,0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,False,False,False,True,158
7,-4.6,31,1.2,2000,-19.2,0.0,0.0,0.0,1,1,2,6,1,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,False,False,False,True,52
19,4.4,53,1.2,538,-4.3,0.0,0.0,0.0,1,1,1,0,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,False,False,False,True,444
8,29.9,60,0.8,1772,21.2,0.83,0.0,0.0,0,1,8,2,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,False,False,True,False,553
0,15.9,35,0.3,1995,0.4,0.0,0.0,0.0,1,1,4,6,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,False,True,False,False,826
2,-3.4,82,4.2,184,-6.0,0.0,0.0,0.0,1,1,2,5,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,False,True,123
12,8.5,34,1.9,1876,-6.4,2.55,0.0,0.0,1,1,3,1,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,False,True,False,False,504
11,12.8,44,1.0,1269,0.8,1.84,0.0,0.0,1,1,11,4,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,True,False,False,False,880
19,-13.2,33,2.4,1863,-26.1,0.0,0.0,0.3,1,1,1,4,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,False,False,False,True,171
5,6.8,83,0.6,341,4.1,0.0,0.0,0.0,1,1,11,6,1,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,True,False,False,False,111
2,22.8,65,1.8,2000,15.8,0.0,0.0,0.0,1,1,7,4,0,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,False,False,True,False,558
11,21.3,43,1.7,1998,8.2,2.42,0.0,0.0,1,1,9,3,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,True,False,False,False,1019
8,1.0,68,0.6,624,-4.2,0.0,0.0,0.0,1,1,12,4,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,False,False,False,True,636
3,29.1,64,0.5,1997,21.5,0.0,0.0,0.0,1,1,8,2,0,0.7071067811865476,0.7071067811865476,-0.8660254037844385,-0.5000000000000004,False,False,True,False,362
16,15.4,95,4.7,378,14.5,0.11,0.5,0.0,1,1,5,2,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,False,True,False,False,400
5,-9.0,56,0.4,1678,-16.1,0.0,0.0,0.0,1,1,2,3,0,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,False,False,False,True,39
4,-0.3,76,0.9,760,-4.0,0.0,0.0,0.7,0,1,12,4,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,False,False,False,True,64
22,-2.7,48,2.6,1844,-12.2,0.0,0.0,0.0,1,1,12,3,0,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,False,False,False,True,389
21,23.5,79,3.6,2000,19.6,0.0,0.0,0.0,1,1,8,4,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1300
22,-12.9,52,2.8,2000,-20.7,0.0,0.0,0.0,1,1,1,3,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,False,False,False,True,172
14,24.9,97,0.5,766,24.3,0.36,4.0,0.0,1,1,8,1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,False,False,True,False,126
13,32.4,33,2.7,1893,14.0,3.1,0.0,0.0,1,1,8,6,1,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,False,False,True,False,943
14,22.1,22,2.1,1470,-0.6,3.12,0.0,0.0,1,1,4,2,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,False,True,False,False,1161
3,-0.1,69,0.9,1338,-5.1,0.0,0.0,0.0,1,1,11,4,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,True,False,False,False,213
17,5.7,61,2.2,1987,-1.2,0.07,0.0,0.0,1,1,11,2,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,True,False,False,False,1101
16,11.6,31,1.4,1999,-4.9,2.11,0.0,0.0,1,1,3,4,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,False,True,False,False,976
0,1.8,67,1.2,387,-3.6,0.0,0.0,0.0,1,1,1,1,0,0.0,1.0,0.49999999999999994,0.8660254037844387,False,False,False,True,212
11,18.3,56,1.4,519,9.3,2.53,0.0,0.0,1,1,5,4,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,False,True,False,False,972
3,8.4,73,0.4,820,3.8,0.0,0.0,0.0,1,1,10,6,1,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001,True,False,False,False,308
0,-7.7,52,3.2,1982,-15.8,0.0,0.0,0.0,1,1,2,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,False,False,False,True,103
16,28.2,37,4.0,1987,12.1,2.03,0.0,0.0,1,1,9,2,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,True,False,False,False,1446
12,18.0,53,3.1,1350,8.2,1.53,0.0,0.0,1,1,4,6,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,False,True,False,False,926
18,33.1,59,3.1,1726,24.0,0.72,0.0,0.0,1,1,8,0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,False,False,True,False,2367
8,-0.2,96,0.8,173,-0.7,0.01,0.0,0.8,1,1,12,3,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,False,False,False,True,754
19,15.5,97,0.7,403,15.0,0.0,2.0,0.0,1,1,5,5,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,False,True,False,False,29
0,11.4,56,0.2,1778,2.9,0.0,0.0,0.0,1,1,10,0,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,True,False,False,False,623
8,1.3,57,1.0,1974,-6.2,0.32,0.0,0.0,1,1,3,5,1,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,False,True,False,False,384
13,16.0,47,2.5,459,4.6,2.8,0.0,0.0,1,1,3,0,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,False,True,False,False,504
4,18.7,74,0.9,1933,13.9,0.0,0.0,0.0,1,1,6,2,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,False,False,True,False,421
23,14.0,66,1.2,519,7.7,0.0,0.0,0.0,1,1,4,4,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,False,True,False,False,975
2,12.1,53,1.1,1948,2.7,0.0,0.0,0.0,1,1,5,5,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,False,True,False,False,508
8,23.4,81,0.5,313,19.9,0.37,0.0,0.0,1,1,6,5,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,False,False,True,False,825
12,24.5,40,1.3,1973,10.0,2.64,0.0,0.0,1,1,9,1,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,True,False,False,False,1192
22,28.8,79,0.2,1604,24.7,0.0,0.0,0.0,1,1,8,6,1,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1127
2,22.0,86,0.4,1703,19.5,0.0,0.0,0.0,1,1,9,5,1,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,True,False,False,False,785
22,0.3,33,4.0,1436,-14.1,0.0,0.0,0.0,1,1,2,2,0,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,False,False,False,True,218
6,11.6,46,0.8,2000,0.3,0.05,0.0,0.0,1,1,5,6,1,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,False,True,False,False,190
20,22.6,74,1.2,1594,17.7,0.01,0.0,0.0,1,1,6,3,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,False,False,True,False,1557
8,12.0,61,1.3,1988,4.6,0.6,0.0,0.0,0,1,9,1,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,True,False,False,False,440
19,25.4,61,0.6,2000,17.3,0.03,0.0,0.0,1,1,9,3,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,True,False,False,False,2365
1,29.9,61,1.1,1745,21.5,0.0,0.0,0.0,1,1,8,5,1,0.25881904510252074,0.9659258262890683,-0.8660254037844385,-0.5000000000000004,False,False,True,False,872
21,-8.3,39,1.0,2000,-19.8,0.0,0.0,0.0,1,1,12,2,0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,False,False,False,True,271
20,32.8,47,1.9,2000,19.9,0.01,0.0,0.0,1,1,8,5,1,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1469
6,3.7,25,2.3,2000,-14.5,0.0,0.0,0.0,1,1,11,5,1,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,True,False,False,False,79
23,15.2,51,1.0,858,5.1,0.0,0.0,0.0,1,1,4,6,1,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,False,True,False,False,820
22,18.4,78,1.6,377,14.4,0.0,0.0,0.0,1,1,4,0,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,False,True,False,False,1456
18,26.8,53,2.6,2000,16.4,0.8,0.0,0.0,1,1,9,1,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,True,False,False,False,3166
18,9.4,96,1.9,600,8.7,0.07,1.0,0.0,1,1,4,0,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,False,True,False,False,39
13,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,1,1,12,5,1,-0.2588190451025208,-0.9659258262890683,-2.4492935982947064e-16,1.0,False,False,False,True,431
7,2.5,71,0.9,289,-2.2,0.0,0.0,0.0,1,1,1,2,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,False,False,False,True,272
13,14.6,38,1.9,315,0.4,2.75,0.0,0.0,1,1,3,6,1,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,False,True,False,False,784
13,23.3,45,1.8,684,10.6,2.96,0.0,0.0,1,1,4,0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,False,True,False,False,1019
17,-5.6,29,1.7,2000,-20.8,0.18,0.0,0.0,1,1,12,2,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,False,False,False,True,392
1,-3.6,35,2.0,1943,-16.8,0.0,0.0,0.0,0,1,2,4,0,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,False,False,False,True,77
3,20.6,91,0.8,194,19.0,0.0,0.0,0.0,1,1,6,6,1,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,False,False,True,False,644
20,-1.1,43,1.5,2000,-12.1,0.0,0.0,0.0,1,1,2,2,0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,False,False,False,True,356
0,7.8,78,1.8,1741,4.1,0.0,0.0,0.0,1,1,4,6,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,False,True,False,False,475
14,19.4,45,2.0,624,7.1,2.05,0.0,0.0,1,1,3,1,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,False,True,False,False,618
3,18.4,88,1.6,465,16.3,0.0,0.0,0.0,1,1,6,3,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,False,False,True,False,275
15,20.6,26,1.2,2000,0.4,1.76,0.0,0.0,1,1,10,0,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,True,False,False,False,1502
13,12.4,32,1.7,1441,-3.8,3.06,0.0,0.0,1,1,4,0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,False,True,False,False,869
3,10.7,73,1.3,2000,6.0,0.0,0.0,0.0,1,1,5,5,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,-0.8660254037844387,False,True,False,False,320
19,-0.1,39,2.8,2000,-12.4,0.0,0.0,0.0,1,1,2,2,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,False,False,False,True,460
18,30.1,37,2.1,2000,13.8,0.88,0.0,0.0,1,1,8,5,1,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,False,False,True,False,1979
23,-8.0,41,2.2,2000,-18.9,0.0,0.0,0.0,1,1,12,5,1,-0.25881904510252157,0.9659258262890681,-2.4492935982947064e-16,1.0,False,False,False,True,142
11,23.1,63,2.6,949,15.6,1.68,0.0,0.0,1,1,5,1,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,False,True,False,False,949
4,13.6,67,1.6,521,7.5,0.0,0.0,0.0,1,1,4,5,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,False,True,False,False,166
6,14.8,89,0.2,1490,12.9,0.0,0.0,0.0,1,1,10,6,1,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,True,False,False,False,189
15,12.4,58,4.1,404,4.3,2.26,0.0,0.0,1,1,3,5,1,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,False,True,False,False,1025
